comment;sentiment;simple_comment;stemm_comment;lemma_comment
La nourriture était très bonne avec des produits frais et bien présenté. Le personnel était sympathique professionnel et dynamique. Mais quand j'ai mis 4 étoiles car ce qu'il en est du niveau sonore et certaines portions sont trop petites et les vins étaient très chères.;Positive;['nourriture', 'très', 'bonne', 'produits', 'frais', 'bien', 'présenté', 'personnel', 'sympathique', 'professionnel', 'dynamique', 'mis', 'étoiles', 'qu', 'niveau', 'sonore', 'portions', 'trop', 'petites', 'vins', 'très', 'chères'];['nourritur', 'tres', 'bon', 'produit', 'frais', 'bien', 'présent', 'personnel', 'sympath', 'professionnel', 'dynam', 'mis', 'étoil', 'qu', 'niveau', 'sonor', 'portion', 'trop', 'petit', 'vin', 'tres', 'cher'];['nourriture', 'très', 'bon', 'produit', 'frais', 'bien', 'présenter', 'personnel', 'sympathique', 'professionnel', 'dynamique', 'mettre', 'étoile', 'niveau', 'sonore', 'portion', 'trop', 'petit', 'vin', 'très', 'cher']
Ce restaurant ne vaut pas une étoile Michelin. Le Burger n'était pas bon il y avait des poivrons (non précisé sur le menu) et on sentait à peine le bacon. Mon mari a pris une côté de bœuf qui était moyennement bonne. Le service laisse...Plus;Negative;['restaurant', 'ne', 'vaut', 'pas', 'étoile', 'michelin', 'burger', 'ne', 'pas', 'bon', 'poivrons', 'non', 'précisé', 'menu', 'sentait', 'peine', 'bacon', 'mari', 'pris', 'côté', 'bœuf', 'moyennement', 'bonne', 'service', 'laisse', 'plus'];['restaur', 'ne', 'vaut', 'pas', 'étoil', 'michelin', 'burg', 'ne', 'pas', 'bon', 'poivron', 'non', 'précis', 'menu', 'sent', 'pein', 'bacon', 'mar', 'pris', 'côt', 'bœuf', 'moyen', 'bon', 'servic', 'laiss', 'plus'];['restaurant', 'ne', 'valoir', 'pas', 'étoile', 'michelin', 'burger', 'ne', 'pas', 'bon', 'poivron', 'non', 'préciser', 'menu', 'sentir', 'peine', 'bacon', 'mari', 'prendre', 'côté', 'bœuf', 'moyennement', 'bon', 'service', 'laisse', 'plus']
Trouvé sur trip advisor j'ai fait une réservation dans ce restaurant pour un samedi soir. La carte disponible sur internet offrait du choix et des prix raisonnables. A notre arrivée on nous présente une carte avec seulement deux menus (l'un de 8 services à 55€...Plus;Positive;['trouvé', 'trip', 'advisor', 'réservation', 'restaurant', 'samedi', 'soir', 'carte', 'disponible', 'internet', 'offrait', 'choix', 'prix', 'raisonnables', 'arrivée', 'présente', 'carte', 'menus', 'services', 'plus'];['trouv', 'trip', 'advisor', 'réserv', 'restaur', 'samed', 'soir', 'cart', 'disponibl', 'internet', 'offrait', 'choix', 'prix', 'raison', 'arriv', 'présent', 'cart', 'menus', 'servic', 'plus'];['trouver', 'trip', 'advisor', 'réservation', 'restaurant', 'samedi', 'soir', 'carte', 'disponible', 'internet', 'offrir', 'choix', 'prix', 'raisonnable', 'arrivée', 'présente', 'carte', 'menu', 'service', '55€', 'plus']
Depuis le changement des propriétaires je trouve que la qualité des produits ainsi que celle de l'organisation de vente à fléchi. Je suis une adepte des salades que l'on ne peut plus manger les yeux fermés car bcp de feuilles sont pourries au milieu chose...Plus;Negative;['changement', 'propriétaires', 'trouve', 'qualité', 'produits', 'organisation', 'vente', 'fléchi', 'adepte', 'salades', 'ne', 'plus', 'manger', 'yeux', 'fermés', 'bcp', 'feuilles', 'pourries', 'milieu', 'chose', 'plus'];['chang', 'propriétair', 'trouv', 'qualit', 'produit', 'organis', 'vent', 'flech', 'adept', 'salad', 'ne', 'plus', 'mang', 'yeux', 'ferm', 'bcp', 'feuill', 'pourr', 'milieu', 'chos', 'plus'];['changement', 'propriétaire', 'trouve', 'qualité', 'produit', 'organisation', 'vente', 'fléchir', 'adepte', 'salade', 'ne', 'plus', 'manger', 'oeil', 'fermer', 'bcp', 'feuille', 'pourrir', 'milieu', 'chose', 'plus']
Troisième repas à l'Elan 9 (déjeuner / dîner / entre amis / avec bébé...) et toujours un super moment ! On s'y sent bien lieu et accueil très chaleureux. Le chef prépare sous nos yeux de très belles assiettes et on se régale !;Positive;['repas', 'elan', 'déjeuner', 'dîner', 'amis', 'bébé', 'super', 'moment', 'bien', 'lieu', 'accueil', 'très', 'chaleureux', 'chef', 'prépare', 'yeux', 'très', 'belles', 'assiettes', 'régale'];['rep', 'elan', 'déjeun', 'dîn', 'amis', 'beb', 'sup', 'moment', 'bien', 'lieu', 'accueil', 'tres', 'chaleur', 'chef', 'prépar', 'yeux', 'tres', 'bel', 'assiet', 'régal'];['repas', 'elan', 'déjeuner', 'dîner', 'ami', 'bébé', 'super', 'moment', 'bien', 'lieu', 'accueil', 'très', 'chaleureux', 'chef', 'prépare', 'oeil', 'très', 'bel', 'assiette', 'régale']
Un cadre incroyable une équipe extrêmement sympathique et des mets succulents. Le chef sait marier les saveurs même inhabituelles mais sans trop en faire ce qui peut séduire les palets plus classiques et les envies d'originalité. Nous y sommes allés avec un enfant de 4...Plus;Positive;['cadre', 'incroyable', 'équipe', 'extrêmement', 'sympathique', 'mets', 'succulents', 'chef', 'marier', 'saveurs', 'inhabituelles', 'trop', 'faire', 'séduire', 'palets', 'plus', 'classiques', 'envies', 'originalité', 'sommes', 'allés', 'enfant', 'plus'];['cadr', 'incroi', 'équip', 'extrêm', 'sympath', 'met', 'succulent', 'chef', 'mari', 'saveur', 'inhabituel', 'trop', 'fair', 'séduir', 'palet', 'plus', 'classiqu', 'envi', 'original', 'somm', 'allé', 'enfant', 'plus'];['cadre', 'incroyable', 'équipe', 'extrêmement', 'sympathique', 'mets', 'succulent', 'chef', 'marier', 'saveur', 'inhabituel', 'trop', 'faire', 'séduire', 'palet', 'plus', 'classique', 'envie', 'originalité', 'être', 'aller', 'enfant', 'plus']
Tout fut parfait l'accueil est chaleureux le cadre est magnifique les attentions sont délicates les mets un régal... Soirée inoubliable Bravo à toute l'équipe;Positive;['fut', 'parfait', 'accueil', 'chaleureux', 'cadre', 'magnifique', 'attentions', 'délicates', 'mets', 'régal', 'soirée', 'inoubliable', 'bravo', 'équipe'];['fut', 'parf', 'accueil', 'chaleur', 'cadr', 'magnif', 'attent', 'délicat', 'met', 'régal', 'soir', 'inoubli', 'bravo', 'équip'];['être', 'parfait', 'accueil', 'chaleureux', 'cadre', 'magnifique', 'attention', 'délicat', 'mets', 'régal', 'soirée', 'inoubliable', 'bravo', 'équipe']
Nous avons pris le menu esprit de Pierre Gagnaire et nous avons ainsi accéder à une multitude de plats mettant en avant toute l'inventivité du fameux restaurateur. L'accompagnement des vins n'a fait que sublimer les mets. Nous avons passé un moment exceptionnel ce soir là....Plus;Positive;['pris', 'menu', 'esprit', 'pierre', 'gagnaire', 'accéder', 'multitude', 'plats', 'mettant', 'inventivité', 'fameux', 'restaurateur', 'accompagnement', 'vins', 'ne', 'sublimer', 'mets', 'passé', 'moment', 'exceptionnel', 'soir', 'plus'];['pris', 'menu', 'esprit', 'pierr', 'gagnair', 'acced', 'multitud', 'plat', 'met', 'invent', 'fameux', 'restaur', 'accompagn', 'vin', 'ne', 'sublim', 'met', 'pass', 'moment', 'exceptionnel', 'soir', 'plus'];['prendre', 'menu', 'esprit', 'pierre', 'gagnair', 'accéder', 'multitude', 'plat', 'mettre', 'inventivité', 'fameux', 'restaurateur', 'accompagnement', 'vin', 'ne', 'sublimer', 'mets', 'passer', 'moment', 'exceptionnel', 'soir', 'plus']
Le repas était très bon même si les portions sont vraiment petites. En revanche question service ce n'est vraiment pas digne d un étoilé.Lors du service du vinsur les 5 fois où les serveurs sont venus remplir les verres4 fois une goutte de vin a...Plus;Negative;['repas', 'très', 'bon', 'portions', 'vraiment', 'petites', 'revanche', 'question', 'service', 'ne', 'vraiment', 'pas', 'digne', 'étoilé', 'service', 'vinsur', 'fois', 'serveurs', 'venus', 'remplir', 'verres', 'fois', 'goutte', 'vin', 'plus'];['rep', 'tres', 'bon', 'portion', 'vrai', 'petit', 'revanch', 'question', 'servic', 'ne', 'vrai', 'pas', 'dign', 'étoil', 'servic', 'vinsur', 'fois', 'serveur', 'venus', 'rempl', 'verr', 'fois', 'goutt', 'vin', 'plus'];['repas', 'très', 'bon', 'portion', 'vraiment', 'petit', 'revanche', 'question', 'service', 'ne', 'vraiment', 'pas', 'digne', 'étoilé.lor', 'service', 'vinsur', 'fois', 'serveur', 'venir', 'remplir', 'verres4', 'fois', 'goutte', 'vin', 'plus']
Je suis d'accord avec les visiteurs qui conspuent ce lieu sans hygiène Pas cher? Oui Copieux? Oui Bon? Non Fait maison? Non Sain propre? NON Infecte de saleté Le cuisinier qui fait les crêpes s'occupe aussi de la caisse. Donc vous aurez une crêpe complète...Plus;Negative;['accord', 'visiteurs', 'conspuent', 'lieu', 'hygiène', 'pas', 'cher', 'oui', 'copieux', 'oui', 'bon', 'non', 'maison', 'non', 'sain', 'propre', 'non', 'infecte', 'saleté', 'cuisinier', 'crêpes', 'occupe', 'caisse', 'aurez', 'crêpe', 'complète', 'plus'];['accord', 'visiteur', 'conspuent', 'lieu', 'hygien', 'pas', 'cher', 'oui', 'copieux', 'oui', 'bon', 'non', 'maison', 'non', 'sain', 'propr', 'non', 'infect', 'salet', 'cuisini', 'crêp', 'occup', 'caiss', 'aur', 'crêp', 'complet', 'plus'];['accord', 'visiteur', 'conspuer', 'lieu', 'hygiène', 'pas', 'cher', 'oui', 'copieux', 'oui', 'bon', 'non', 'maison', 'non', 'sain', 'propre', 'non', 'infect', 'saleté', 'cuisinier', 'crêpe', 'occupe', 'caisse', 'avoir', 'crêpe', 'complet', 'plus']
Nous y avons été pour un événement familial la découverte culinaire est top de très bons plats de belles associations que nous ne voyons que peu souvent dans d’autres restaurants! Le côté surprise est super chouette et en même temps ils s’adaptent aux régimes spécifiques....Plus;Positive;['événement', 'familial', 'découverte', 'culinaire', 'top', 'très', 'bons', 'plats', 'belles', 'associations', 'ne', 'voyons', 'restaurants', 'côté', 'surprise', 'super', 'chouette', 'temps', 'adaptent', 'régimes', 'spécifiques', 'plus'];['éven', 'familial', 'découvert', 'culinair', 'top', 'tres', 'bon', 'plat', 'bel', 'associ', 'ne', 'voyon', 'restaur', 'côt', 'surpris', 'sup', 'chouet', 'temp', 'adaptent', 'régim', 'spécif', 'plus'];['événement', 'familial', 'découverte', 'culinaire', 'top', 'très', 'bon', 'plat', 'bel', 'association', 'ne', 'voir', 'restaurant', 'côté', 'surprise', 'super', 'chouette', 'temps', 'adapter', 'régime', 'spécifique', 'plus']
Le classicisme de la table française rehaussée par des saveurs asiatiques. Une grande réussite une de mes table préférées à Paris. Une carte régulièrement renouvelée. William Ledeuil est un vrai chef. Beau décor service net et aimable. Bonne carte des vins. Trop cher le soir....Plus;Positive;['classicisme', 'table', 'française', 'rehaussée', 'saveurs', 'asiatiques', 'grande', 'réussite', 'table', 'préférées', 'paris', 'carte', 'régulièrement', 'renouvelée', 'william', 'ledeuil', 'vrai', 'chef', 'beau', 'décor', 'service', 'net', 'aimable', 'bonne', 'carte', 'vins', 'trop', 'cher', 'soir', 'plus'];['classic', 'tabl', 'français', 'rehauss', 'saveur', 'asiat', 'grand', 'réussit', 'tabl', 'préfer', 'paris', 'cart', 'réguli', 'renouvel', 'william', 'ledeuil', 'vrai', 'chef', 'beau', 'décor', 'servic', 'net', 'aimabl', 'bon', 'cart', 'vin', 'trop', 'cher', 'soir', 'plus'];['classicisme', 'table', 'français', 'rehausser', 'saveur', 'asiatique', 'grand', 'réussite', 'table', 'préférer', 'pari', 'carte', 'régulièrement', 'renouveler', 'william', 'ledeuil', 'vrai', 'chef', 'beau', 'décor', 'service', 'net', 'aimable', 'bon', 'carte', 'vin', 'trop', 'cher', 'soir', 'plus']
Qualité de l'accueil 100% Qualité de la nourriture 100% hyper frais Qualité du menu 100% avec des choix simples à faire et une assiette très généreuse Belle découverte Bravo;Positive;['qualité', 'accueil', 'qualité', 'nourriture', 'hyper', 'frais', 'qualité', 'menu', 'choix', 'simples', 'faire', 'assiette', 'très', 'généreuse', 'belle', 'découverte', 'bravo'];['qualit', 'accueil', 'qualit', 'nourritur', 'hyp', 'frais', 'qualit', 'menu', 'choix', 'simpl', 'fair', 'assiet', 'tres', 'géner', 'bel', 'découvert', 'bravo'];['qualité', 'accueil', 'qualité', 'nourriture', 'hyper', 'frais', 'qualité', 'menu', 'choix', 'simple', 'faire', 'assiette', 'très', 'généreux', 'bel', 'découverte', 'bravo']
Virés après 1h45 de repas car selon la serveuse (dame d’une cinquantaine d’années) les réservations permettent de dîner que 2 heures pas plus. Nous avons été accueillis de manière très AGRESSIVE par cette dame qui nous a pratiquement arraché le menu dès mains et insinué...Plus;Negative;['virés', 'repas', 'serveuse', 'dame', 'années', 'réservations', 'permettent', 'dîner', 'heures', 'pas', 'plus', 'accueillis', 'manière', 'très', 'agressive', 'dame', 'pratiquement', 'arraché', 'menu', 'mains', 'insinué', 'plus'];['vir', 'rep', 'serveux', 'dam', 'anné', 'réserv', 'permettent', 'dîn', 'heur', 'pas', 'plus', 'accueil', 'mani', 'tres', 'agress', 'dam', 'pratiqu', 'arrach', 'menu', 'main', 'insinu', 'plus'];['virer', '1h45', 'repas', 'serveuse', 'dame', 'année', 'réservation', 'permettre', 'dîner', 'heure', 'pas', 'plus', 'accueillir', 'manière', 'très', 'agressif', 'dame', 'pratiquement', 'arracher', 'menu', 'main', 'insinuer', 'plus']
J’en avais tant entendu parler ! Formule 13€ pour burger + accompagnement + boisson. Le burger était sans goût. Le steak végé était fade comparé à ceux testés ailleurs ou même que je fais maison. J’ai pris le burger à la compote de figue et...Plus;Negative;['entendu', 'formule', 'burger', 'accompagnement', 'boisson', 'burger', 'goût', 'steak', 'végé', 'fade', 'comparé', 'testés', 'ailleurs', 'maison', 'pris', 'burger', 'compote', 'figue', 'plus'];['entendu', 'formul', 'burg', 'accompagn', 'boisson', 'burg', 'goût', 'steak', 'veg', 'fad', 'compar', 'test', 'ailleur', 'maison', 'pris', 'burg', 'compot', 'figu', 'plus'];['entendre', 'formule', 'burger', 'accompagnement', 'boisson', 'burger', 'goût', 'steak', 'végé', 'fade', 'comparer', 'tester', 'ailleurs', 'maison', 'prendre', 'burger', 'compote', 'figue', 'plus']
ce n'est pas la première fois que j'y vais l'ambiance est chaleureuse et agréable le personnel est au petits soins.Pour les compagnons de table tout était correct. Mon choix n'a pas répondu à mes attentes et je l'ai signalé. Ils ont fait un geste et...Plus;Positive;['ne', 'pas', 'fois', 'ambiance', 'chaleureuse', 'agréable', 'personnel', 'petits', 'soins', 'compagnons', 'table', 'correct', 'choix', 'ne', 'pas', 'répondu', 'attentes', 'signalé', 'geste', 'plus'];['ne', 'pas', 'fois', 'ambianc', 'chaleur', 'agréabl', 'personnel', 'petit', 'soin', 'compagnon', 'tabl', 'correct', 'choix', 'ne', 'pas', 'répondu', 'attent', 'signal', 'gest', 'plus'];['ne', 'pas', 'fois', 'ambiance', 'chaleureux', 'agréable', 'personnel', 'petit', 'soins.pour', 'compagnon', 'table', 'correct', 'choix', 'ne', 'pas', 'répondre', 'attente', 'signaler', 'geste', 'plus']
Nous avons passez une très bonne soirée dans ce restaurant de palace parisien. Le personnel (de salle et de cuisine) était aux petits soins les plats excellents (merveilleux bœuf Wagyu notamment).Plus;Positive;['passez', 'très', 'bonne', 'soirée', 'restaurant', 'palace', 'parisien', 'personnel', 'salle', 'cuisine', 'petits', 'soins', 'plats', 'excellents', 'merveilleux', 'bœuf', 'wagyu', 'plus'];['pass', 'tres', 'bon', 'soir', 'restaur', 'palac', 'parisien', 'personnel', 'sall', 'cuisin', 'petit', 'soin', 'plat', 'excellent', 'merveil', 'bœuf', 'wagyu', 'plus'];['passer', 'très', 'bon', 'soirée', 'restaurant', 'palace', 'parisien', 'personnel', 'salle', 'cuisine', 'petit', 'soin', 'plat', 'excellent', 'merveilleux', 'bœuf', 'wagyu', 'notamment).plus']
Reservation obligatoire veille de WE Tres bruyant et la carte est allechante mais ce n’est pas homemade korean food ! Gyosa surgeles ou plutot ravioli puisque c’est l’appellation sur la carte... Dommage bad choice!;Negative;['reservation', 'obligatoire', 'veille', 'we', 'bruyant', 'carte', 'allechante', 'pas', 'homemade', 'korean', 'food', 'gyosa', 'surgeles', 'plutot', 'ravioli', 'appellation', 'carte', 'dommage', 'bad', 'choice'];['reserv', 'obligatoir', 'veil', 'we', 'brui', 'cart', 'allech', 'pas', 'homemad', 'korean', 'food', 'gyos', 'surgel', 'plutot', 'raviol', 'appel', 'cart', 'dommag', 'bad', 'choic'];['reservation', 'obligatoire', 'veille', 'we', 'bruyant', 'carte', 'allecher', 'pas', 'homemade', 'korean', 'food', 'gyosa', 'surgele', 'plutot', 'ravioli', 'appellation', 'carte', 'dommage', 'bad', 'choice']
Un grand merci car c’est à chaque fois un vrai plaisir super service et excellentes pizzas ... surtout la Elvis custom 3 piments et bientôt 6 piments 👌;Positive;['grand', 'fois', 'vrai', 'plaisir', 'super', 'service', 'excellentes', 'pizzas', 'elvis', 'custom', 'piments', 'bientôt', 'piments'];['grand', 'fois', 'vrai', 'plais', 'sup', 'servic', 'excellent', 'pizz', 'elvis', 'custom', 'piment', 'bientôt', 'piment'];['grand', 'fois', 'vrai', 'plaisir', 'super', 'service', 'excellent', 'pizza', 'elvis', 'custom', 'piment', 'bientôt', 'piment']
Délicieux crêpe à Paris. Cherchez cet endroit lorsque vous voyagez à Paris. Vous ne le regretterez pas!;Positive;['délicieux', 'crêpe', 'paris', 'cherchez', 'endroit', 'voyagez', 'paris', 'ne', 'regretterez', 'pas'];['délici', 'crêp', 'paris', 'cherch', 'endroit', 'voyag', 'paris', 'ne', 'regret', 'pas'];['délicieux', 'crêpe', 'pari', 'chercher', 'endroit', 'voyager', 'pari', 'ne', 'regretter', 'pas']
